countries, product, quantity, price
GH,Product-5201,807,38.76
KE,Product-5202,783,79.78
ZA,Product-5203,723,96.49
MA,Product-5204,262,26.52
NG,Product-5205,192,55.83
GH,Product-5206,17,75.25
KE,Product-5207,632,70.87
ZA,Product-5208,654,55.13
MA,Product-5209,581,38.57
NG,Product-5210,40,69.51
GH,Product-5211,473,68.44
KE,Product-5212,631,94.64
ZA,Product-5213,964,22.52
MA,Product-5214,441,56.73
NG,Product-5215,752,92.90
GH,Product-5216,293,97.98
KE,Product-5217,0,90.01
ZA,Product-5218,345,27.11
MA,Product-5219,801,76.79
NG,Product-5220,296,84.91
GH,Product-5221,628,10.18
KE,Product-5222,140,75.35
ZA,Product-5223,943,34.53
MA,Product-5224,463,89.99
NG,Product-5225,445,85.70
GH,Product-5226,105,4.09
KE,Product-5227,434,30.55
ZA,Product-5228,368,67.93
MA,Product-5229,100,64.42
NG,Product-5230,400,2.07
GH,Product-5231,861,95.46
KE,Product-5232,874,5.28
ZA,Product-5233,138,85.87
MA,Product-5234,112,95.95
NG,Product-5235,31,79.63
GH,Product-5236,319,25.67
KE,Product-5237,543,11.28
ZA,Product-5238,574,39.03
MA,Product-5239,789,76.54
NG,Product-5240,548,61.48
GH,Product-5241,883,92.74
KE,Product-5242,401,81.14
ZA,Product-5243,122,51.52
MA,Product-5244,703,4.37
NG,Product-5245,8,37.14
GH,Product-5246,126,28.49
KE,Product-5247,743,68.16
ZA,Product-5248,75,73.13
MA,Product-5249,634,60.75
NG,Product-5250,683,59.27
GH,Product-5251,5,28.61
KE,Product-5252,26,41.67
ZA,Product-5253,503,76.23
MA,Product-5254,874,54.30
NG,Product-5255,409,56.66
GH,Product-5256,509,95.00
KE,Product-5257,786,17.47
ZA,Product-5258,433,81.14
MA,Product-5259,77,92.03
NG,Product-5260,772,57.06
GH,Product-5261,256,24.20
KE,Product-5262,134,34.94
ZA,Product-5263,41,41.75
MA,Product-5264,263,15.78
NG,Product-5265,320,23.38
GH,Product-5266,980,33.50
KE,Product-5267,356,96.60
ZA,Product-5268,462,34.13
MA,Product-5269,677,37.90
NG,Product-5270,234,12.43
GH,Product-5271,205,48.79
KE,Product-5272,327,84.66
ZA,Product-5273,671,53.98
MA,Product-5274,195,18.98
NG,Product-5275,542,46.01
GH,Product-5276,35,26.90
KE,Product-5277,258,14.95
ZA,Product-5278,971,30.09
MA,Product-5279,964,75.28
NG,Product-5280,638,90.33
GH,Product-5281,657,95.10
KE,Product-5282,613,79.96
ZA,Product-5283,386,71.93
MA,Product-5284,677,57.57
NG,Product-5285,350,24.57
GH,Product-5286,946,58.93
KE,Product-5287,275,97.31
ZA,Product-5288,295,79.27
MA,Product-5289,982,32.50
NG,Product-5290,777,50.40
GH,Product-5291,216,6.73
KE,Product-5292,250,34.87
ZA,Product-5293,136,6.22
MA,Product-5294,833,98.06
NG,Product-5295,442,1.55
GH,Product-5296,427,84.91
KE,Product-5297,224,58.59
ZA,Product-5298,573,29.14
MA,Product-5299,928,74.18
NG,Product-5300,123,96.72
GH,Product-5301,248,7.70
KE,Product-5302,526,41.87
ZA,Product-5303,346,71.39
MA,Product-5304,49,58.75
NG,Product-5305,743,15.68
GH,Product-5306,374,7.62
KE,Product-5307,906,8.95
ZA,Product-5308,93,21.01
MA,Product-5309,73,28.63
NG,Product-5310,997,25.46
GH,Product-5311,792,20.93
KE,Product-5312,888,8.54
ZA,Product-5313,210,94.09
MA,Product-5314,461,0.68
NG,Product-5315,159,49.27
GH,Product-5316,209,41.81
KE,Product-5317,909,29.17
ZA,Product-5318,55,23.40
MA,Product-5319,677,20.48
NG,Product-5320,199,96.91
GH,Product-5321,205,53.30
KE,Product-5322,772,14.71
ZA,Product-5323,159,29.71
MA,Product-5324,512,87.23
NG,Product-5325,616,55.53
GH,Product-5326,362,74.29
KE,Product-5327,66,64.72
ZA,Product-5328,872,6.54
MA,Product-5329,784,82.40
NG,Product-5330,912,8.73
GH,Product-5331,835,22.00
KE,Product-5332,756,96.63
ZA,Product-5333,383,46.48
MA,Product-5334,210,72.66
NG,Product-5335,146,10.49
GH,Product-5336,160,39.85
KE,Product-5337,691,76.94
ZA,Product-5338,194,94.13
MA,Product-5339,970,75.27
NG,Product-5340,697,57.88
GH,Product-5341,203,30.88
KE,Product-5342,849,46.03
ZA,Product-5343,863,78.53
MA,Product-5344,578,97.85
NG,Product-5345,596,40.52
GH,Product-5346,421,38.04
KE,Product-5347,123,98.09
ZA,Product-5348,653,30.83
MA,Product-5349,481,49.92
NG,Product-5350,852,5.11
GH,Product-5351,761,42.97
KE,Product-5352,544,56.50
ZA,Product-5353,303,25.49
MA,Product-5354,945,92.03
NG,Product-5355,167,88.28
GH,Product-5356,413,4.61
KE,Product-5357,596,63.61
ZA,Product-5358,40,11.00
MA,Product-5359,597,11.19
NG,Product-5360,59,13.08
GH,Product-5361,185,67.49
KE,Product-5362,995,56.07
ZA,Product-5363,752,16.93
MA,Product-5364,446,25.09
NG,Product-5365,358,65.40
GH,Product-5366,192,56.28
KE,Product-5367,829,20.35
ZA,Product-5368,225,81.92
MA,Product-5369,888,28.00
NG,Product-5370,219,18.25
GH,Product-5371,338,83.23
KE,Product-5372,209,55.01
ZA,Product-5373,176,13.76
MA,Product-5374,885,98.62
NG,Product-5375,767,77.94
GH,Product-5376,328,5.86
KE,Product-5377,41,92.08
ZA,Product-5378,518,8.02
MA,Product-5379,433,98.19
NG,Product-5380,477,7.56
GH,Product-5381,373,91.47
KE,Product-5382,619,35.36
ZA,Product-5383,877,81.95
MA,Product-5384,532,48.33
NG,Product-5385,137,35.70
GH,Product-5386,89,1.72
KE,Product-5387,784,34.55
ZA,Product-5388,478,60.75
MA,Product-5389,291,33.41
NG,Product-5390,329,30.47
GH,Product-5391,367,28.77
KE,Product-5392,654,35.84
ZA,Product-5393,713,43.65
MA,Product-5394,353,73.87
NG,Product-5395,681,88.14
GH,Product-5396,297,96.50
KE,Product-5397,473,44.11
ZA,Product-5398,535,42.59
MA,Product-5399,663,19.59
NG,Product-5400,525,72.82
GH,Product-5401,823,60.49
KE,Product-5402,568,11.06
ZA,Product-5403,344,79.94
MA,Product-5404,316,89.01
NG,Product-5405,898,91.36
GH,Product-5406,283,38.64
KE,Product-5407,559,42.36
ZA,Product-5408,250,61.99
MA,Product-5409,213,28.12
NG,Product-5410,54,9.21
GH,Product-5411,617,59.76
KE,Product-5412,674,33.34
ZA,Product-5413,405,35.09
MA,Product-5414,545,75.32
NG,Product-5415,842,96.48
GH,Product-5416,76,50.75
KE,Product-5417,3,22.18
ZA,Product-5418,281,5.17
MA,Product-5419,880,15.48
NG,Product-5420,458,20.07
GH,Product-5421,698,68.55
KE,Product-5422,71,89.86
ZA,Product-5423,174,75.15
MA,Product-5424,306,15.35
NG,Product-5425,588,87.30
GH,Product-5426,217,24.87
KE,Product-5427,225,25.71
ZA,Product-5428,920,17.70
MA,Product-5429,35,32.83
NG,Product-5430,755,6.68
GH,Product-5431,754,6.30
KE,Product-5432,89,77.14
ZA,Product-5433,94,25.45
MA,Product-5434,958,36.86
NG,Product-5435,754,25.01
GH,Product-5436,40,84.78
KE,Product-5437,154,85.75
ZA,Product-5438,450,57.88
MA,Product-5439,316,90.45
NG,Product-5440,651,29.25
GH,Product-5441,269,95.66
KE,Product-5442,872,19.06
ZA,Product-5443,197,95.03
MA,Product-5444,908,66.90
NG,Product-5445,632,46.03
GH,Product-5446,149,40.07
KE,Product-5447,965,60.05
ZA,Product-5448,222,8.73
MA,Product-5449,618,16.19
NG,Product-5450,297,70.30
GH,Product-5451,98,71.21
KE,Product-5452,363,46.30
ZA,Product-5453,641,66.84
MA,Product-5454,506,22.76
NG,Product-5455,987,9.80
GH,Product-5456,208,40.23
KE,Product-5457,549,25.56
ZA,Product-5458,362,99.54
MA,Product-5459,660,29.52
NG,Product-5460,792,86.85
GH,Product-5461,155,78.11
KE,Product-5462,948,84.19
ZA,Product-5463,588,94.31
MA,Product-5464,793,39.11
NG,Product-5465,462,92.45
GH,Product-5466,308,37.83
KE,Product-5467,987,74.42
ZA,Product-5468,443,1.79
MA,Product-5469,398,10.54
NG,Product-5470,660,11.99
GH,Product-5471,615,86.38
KE,Product-5472,342,53.05
ZA,Product-5473,709,4.26
MA,Product-5474,758,87.42
NG,Product-5475,320,73.79
GH,Product-5476,546,21.94
KE,Product-5477,714,34.01
ZA,Product-5478,323,53.23
MA,Product-5479,696,42.85
NG,Product-5480,275,57.63
GH,Product-5481,182,63.83
KE,Product-5482,584,26.01
ZA,Product-5483,509,15.30
MA,Product-5484,754,35.09
NG,Product-5485,220,12.53
GH,Product-5486,389,34.40
KE,Product-5487,850,52.69
ZA,Product-5488,321,51.87
MA,Product-5489,955,18.14
NG,Product-5490,815,35.65
GH,Product-5491,614,93.98
KE,Product-5492,271,10.01
ZA,Product-5493,798,57.32
MA,Product-5494,447,93.56
NG,Product-5495,394,69.57
GH,Product-5496,709,8.60
KE,Product-5497,323,63.57
ZA,Product-5498,46,66.61
MA,Product-5499,581,25.66
NG,Product-5500,690,30.09
GH,Product-5501,268,28.31
KE,Product-5502,709,80.40
ZA,Product-5503,42,52.43
MA,Product-5504,878,19.00
NG,Product-5505,501,85.73
GH,Product-5506,45,77.32
KE,Product-5507,175,21.17
ZA,Product-5508,511,58.59
MA,Product-5509,817,78.34
NG,Product-5510,389,80.14
GH,Product-5511,898,51.39
KE,Product-5512,567,16.27
ZA,Product-5513,112,91.56
MA,Product-5514,990,26.49
NG,Product-5515,458,27.84
GH,Product-5516,449,47.25
KE,Product-5517,771,34.18
ZA,Product-5518,634,60.80
MA,Product-5519,59,50.02
NG,Product-5520,271,3.07
GH,Product-5521,770,10.16
KE,Product-5522,837,32.02
ZA,Product-5523,984,26.00
MA,Product-5524,482,46.00
NG,Product-5525,300,21.81
GH,Product-5526,767,57.46
KE,Product-5527,896,36.04
ZA,Product-5528,325,28.54
MA,Product-5529,147,56.41
NG,Product-5530,231,28.23
GH,Product-5531,453,91.18
KE,Product-5532,385,95.90
ZA,Product-5533,608,8.63
MA,Product-5534,658,15.58
NG,Product-5535,557,79.90
GH,Product-5536,783,72.06
KE,Product-5537,914,76.24
ZA,Product-5538,578,45.30
MA,Product-5539,296,99.32
NG,Product-5540,933,42.07
GH,Product-5541,900,6.64
KE,Product-5542,251,32.13
ZA,Product-5543,905,61.99
MA,Product-5544,307,99.96
NG,Product-5545,36,14.54
GH,Product-5546,739,40.76
KE,Product-5547,930,42.52
ZA,Product-5548,717,68.48
MA,Product-5549,960,55.26
NG,Product-5550,967,7.37
GH,Product-5551,261,69.94
KE,Product-5552,740,64.40
ZA,Product-5553,699,34.26
MA,Product-5554,907,79.02
NG,Product-5555,332,17.31
GH,Product-5556,211,50.72
KE,Product-5557,782,64.29
ZA,Product-5558,979,9.95
MA,Product-5559,40,1.09
NG,Product-5560,235,95.73
GH,Product-5561,830,84.19
KE,Product-5562,474,39.24
ZA,Product-5563,240,33.27
MA,Product-5564,303,45.69
NG,Product-5565,650,94.51
GH,Product-5566,47,6.22
KE,Product-5567,917,26.64
ZA,Product-5568,997,64.83
MA,Product-5569,622,63.25
NG,Product-5570,421,29.79
GH,Product-5571,873,99.07
KE,Product-5572,759,16.74
ZA,Product-5573,574,85.78
MA,Product-5574,367,16.63
NG,Product-5575,231,74.68
GH,Product-5576,420,17.65
KE,Product-5577,808,12.36
ZA,Product-5578,422,44.24
MA,Product-5579,959,17.45
NG,Product-5580,490,43.83
GH,Product-5581,755,22.41
KE,Product-5582,821,58.58
ZA,Product-5583,205,43.10
MA,Product-5584,326,59.62
NG,Product-5585,193,10.37
GH,Product-5586,64,26.99
KE,Product-5587,343,47.20
ZA,Product-5588,428,0.60
MA,Product-5589,767,91.38
NG,Product-5590,474,47.78
GH,Product-5591,953,41.12
KE,Product-5592,956,70.26
ZA,Product-5593,1,73.26
MA,Product-5594,599,6.70
NG,Product-5595,704,5.56
GH,Product-5596,445,80.18
KE,Product-5597,151,11.13
ZA,Product-5598,528,56.97
MA,Product-5599,711,56.89
NG,Product-5600,644,56.60
GH,Product-5601,726,76.47
KE,Product-5602,776,18.77
ZA,Product-5603,749,80.64
MA,Product-5604,886,23.75
NG,Product-5605,84,21.08
GH,Product-5606,589,77.95
KE,Product-5607,37,25.95
ZA,Product-5608,985,34.30
MA,Product-5609,260,90.43
NG,Product-5610,862,96.54
GH,Product-5611,313,92.73
KE,Product-5612,502,4.62
ZA,Product-5613,797,81.86
MA,Product-5614,93,8.72
NG,Product-5615,648,7.30
GH,Product-5616,187,18.56
KE,Product-5617,743,97.55
ZA,Product-5618,314,22.43
MA,Product-5619,500,21.56
NG,Product-5620,18,91.75
GH,Product-5621,52,98.25
KE,Product-5622,717,97.01
ZA,Product-5623,217,34.95
MA,Product-5624,999,15.31
NG,Product-5625,139,86.88
GH,Product-5626,469,39.46
KE,Product-5627,738,94.83
ZA,Product-5628,368,76.88
MA,Product-5629,968,92.01
NG,Product-5630,786,70.83
GH,Product-5631,42,33.33
KE,Product-5632,961,12.97
ZA,Product-5633,755,56.00
MA,Product-5634,932,84.08
NG,Product-5635,612,84.10
GH,Product-5636,549,10.62
KE,Product-5637,737,10.78
ZA,Product-5638,204,64.58
MA,Product-5639,602,2.46
NG,Product-5640,524,65.51
GH,Product-5641,725,27.48
KE,Product-5642,358,73.33
ZA,Product-5643,96,98.83
MA,Product-5644,177,22.21
NG,Product-5645,903,60.44
GH,Product-5646,775,77.37
KE,Product-5647,33,58.25
ZA,Product-5648,83,18.45
MA,Product-5649,43,18.71
NG,Product-5650,164,26.50
GH,Product-5651,469,22.81
KE,Product-5652,152,87.20
ZA,Product-5653,408,68.48
MA,Product-5654,303,16.07
NG,Product-5655,136,55.97
GH,Product-5656,178,79.75
KE,Product-5657,108,54.54
ZA,Product-5658,183,77.09
MA,Product-5659,571,10.33
NG,Product-5660,365,81.37
GH,Product-5661,402,19.76
KE,Product-5662,532,77.90
ZA,Product-5663,586,27.01
MA,Product-5664,484,59.58
NG,Product-5665,181,92.68
GH,Product-5666,176,60.99
KE,Product-5667,349,57.92
ZA,Product-5668,458,85.29
MA,Product-5669,319,94.61
NG,Product-5670,969,61.26
GH,Product-5671,66,94.86
KE,Product-5672,162,96.21
ZA,Product-5673,922,69.49
MA,Product-5674,363,39.24
NG,Product-5675,583,2.09
GH,Product-5676,915,88.77
KE,Product-5677,340,38.21
ZA,Product-5678,195,37.92
MA,Product-5679,9,58.53
NG,Product-5680,930,15.17
GH,Product-5681,306,63.70
KE,Product-5682,778,71.37
ZA,Product-5683,382,82.74
MA,Product-5684,733,79.95
NG,Product-5685,621,68.00
GH,Product-5686,844,84.00
KE,Product-5687,164,30.32
ZA,Product-5688,507,24.11
MA,Product-5689,253,79.79
NG,Product-5690,744,68.72
GH,Product-5691,939,85.72
KE,Product-5692,193,62.70
ZA,Product-5693,116,5.42
MA,Product-5694,936,8.76
NG,Product-5695,347,16.28
GH,Product-5696,256,79.91
KE,Product-5697,535,32.12
ZA,Product-5698,11,94.76
MA,Product-5699,667,51.03
NG,Product-5700,61,5.59
GH,Product-5701,501,11.12
KE,Product-5702,944,15.54
ZA,Product-5703,832,88.46
MA,Product-5704,943,94.81
NG,Product-5705,330,83.33
GH,Product-5706,844,30.77
KE,Product-5707,423,29.92
ZA,Product-5708,882,93.43
MA,Product-5709,101,99.76
NG,Product-5710,31,23.60
GH,Product-5711,757,59.19
KE,Product-5712,989,16.60
ZA,Product-5713,966,85.32
MA,Product-5714,704,51.94
NG,Product-5715,436,60.07
GH,Product-5716,806,18.19
KE,Product-5717,978,4.39
ZA,Product-5718,678,44.08
MA,Product-5719,18,15.50
NG,Product-5720,547,25.19
GH,Product-5721,555,4.79
KE,Product-5722,358,66.46
ZA,Product-5723,179,35.10
MA,Product-5724,682,41.16
NG,Product-5725,848,96.41
GH,Product-5726,689,71.46
KE,Product-5727,619,85.79
ZA,Product-5728,932,83.36
MA,Product-5729,442,42.56
NG,Product-5730,406,62.14
GH,Product-5731,487,3.24
KE,Product-5732,749,53.54
ZA,Product-5733,63,36.48
MA,Product-5734,779,48.25
NG,Product-5735,415,83.91
GH,Product-5736,369,36.69
KE,Product-5737,232,9.97
ZA,Product-5738,946,57.48
MA,Product-5739,116,91.31
NG,Product-5740,442,81.96
GH,Product-5741,161,13.74
KE,Product-5742,189,97.01
ZA,Product-5743,937,48.62
MA,Product-5744,267,51.97
NG,Product-5745,356,63.66
GH,Product-5746,987,1.76
KE,Product-5747,955,39.03
ZA,Product-5748,420,7.92
MA,Product-5749,484,85.98
NG,Product-5750,803,37.35
GH,Product-5751,311,84.18
KE,Product-5752,309,52.30
ZA,Product-5753,56,70.47
MA,Product-5754,501,83.08
NG,Product-5755,335,75.55
GH,Product-5756,243,66.46
KE,Product-5757,796,35.61
ZA,Product-5758,823,34.47
MA,Product-5759,151,13.36
NG,Product-5760,693,53.80
GH,Product-5761,345,66.28
KE,Product-5762,690,75.83
ZA,Product-5763,648,84.14
MA,Product-5764,411,86.91
NG,Product-5765,801,95.24
GH,Product-5766,225,23.60
KE,Product-5767,356,48.03
ZA,Product-5768,871,56.69
MA,Product-5769,504,31.47
NG,Product-5770,571,43.32
GH,Product-5771,727,83.59
KE,Product-5772,543,23.96
ZA,Product-5773,483,94.82
MA,Product-5774,253,93.45
NG,Product-5775,443,91.98
GH,Product-5776,137,15.57
KE,Product-5777,740,91.51
ZA,Product-5778,307,32.47
MA,Product-5779,861,97.12
NG,Product-5780,75,37.62
GH,Product-5781,540,28.51
KE,Product-5782,9,97.92
ZA,Product-5783,91,0.69
MA,Product-5784,775,3.15
NG,Product-5785,907,59.15
GH,Product-5786,770,84.22
KE,Product-5787,520,7.26
ZA,Product-5788,57,84.53
MA,Product-5789,293,97.56
NG,Product-5790,818,80.90
GH,Product-5791,518,82.71
KE,Product-5792,715,57.30
ZA,Product-5793,779,68.09
MA,Product-5794,927,34.23
NG,Product-5795,825,62.07
GH,Product-5796,405,53.39
KE,Product-5797,994,68.82
ZA,Product-5798,520,25.05
MA,Product-5799,679,11.29
NG,Product-5800,587,53.77
GH,Product-5801,433,47.08
KE,Product-5802,689,69.47
ZA,Product-5803,820,3.48
MA,Product-5804,251,74.55
NG,Product-5805,824,65.05
GH,Product-5806,983,97.22
KE,Product-5807,652,8.27
ZA,Product-5808,338,11.96
MA,Product-5809,166,21.01
NG,Product-5810,146,28.44
GH,Product-5811,922,19.38
KE,Product-5812,616,67.23
ZA,Product-5813,997,23.29
MA,Product-5814,744,10.05
NG,Product-5815,394,49.92
GH,Product-5816,716,39.19
KE,Product-5817,211,82.84
ZA,Product-5818,549,78.20
MA,Product-5819,797,92.68
NG,Product-5820,41,76.65
GH,Product-5821,578,65.39
KE,Product-5822,41,1.06
ZA,Product-5823,883,15.39
MA,Product-5824,135,61.66
NG,Product-5825,914,39.90
GH,Product-5826,831,76.72
KE,Product-5827,440,46.52
ZA,Product-5828,519,76.18
MA,Product-5829,127,60.49
NG,Product-5830,950,80.97
GH,Product-5831,129,88.65
KE,Product-5832,120,27.24
ZA,Product-5833,41,57.69
MA,Product-5834,303,1.84
NG,Product-5835,875,47.14
GH,Product-5836,773,94.02
KE,Product-5837,217,91.87
ZA,Product-5838,310,7.59
MA,Product-5839,901,63.46
NG,Product-5840,40,1.03
GH,Product-5841,909,14.47
KE,Product-5842,38,93.15
ZA,Product-5843,646,48.29
MA,Product-5844,949,62.89
NG,Product-5845,792,36.92
GH,Product-5846,435,11.24
KE,Product-5847,715,96.71
ZA,Product-5848,778,38.65
MA,Product-5849,838,46.15
NG,Product-5850,484,62.26
GH,Product-5851,46,59.60
KE,Product-5852,28,39.79
ZA,Product-5853,24,3.60
MA,Product-5854,437,15.47
NG,Product-5855,329,16.25
GH,Product-5856,277,21.36
KE,Product-5857,823,81.91
ZA,Product-5858,288,34.44
MA,Product-5859,257,38.24
NG,Product-5860,424,28.78
GH,Product-5861,707,99.55
KE,Product-5862,133,21.00
ZA,Product-5863,672,17.25
MA,Product-5864,194,62.19
NG,Product-5865,156,4.23
GH,Product-5866,734,98.96
KE,Product-5867,268,76.61
ZA,Product-5868,528,72.79
MA,Product-5869,70,17.42
NG,Product-5870,435,41.40
GH,Product-5871,340,74.23
KE,Product-5872,990,68.41
ZA,Product-5873,968,48.32
MA,Product-5874,243,38.76
NG,Product-5875,845,49.84
GH,Product-5876,556,61.49
KE,Product-5877,913,36.84
ZA,Product-5878,796,95.97
MA,Product-5879,495,2.92
NG,Product-5880,827,78.83
GH,Product-5881,318,80.02
KE,Product-5882,867,92.78
ZA,Product-5883,352,45.50
MA,Product-5884,614,75.45
NG,Product-5885,153,34.76
GH,Product-5886,373,50.44
KE,Product-5887,547,88.41
ZA,Product-5888,387,5.54
MA,Product-5889,972,41.55
NG,Product-5890,706,61.03
GH,Product-5891,652,0.53
KE,Product-5892,17,92.25
ZA,Product-5893,290,94.76
MA,Product-5894,355,5.08
NG,Product-5895,456,26.07
GH,Product-5896,39,97.53
KE,Product-5897,863,9.56
ZA,Product-5898,48,16.28
MA,Product-5899,478,30.48
NG,Product-5900,113,26.26
GH,Product-5901,218,38.89
KE,Product-5902,124,69.94
ZA,Product-5903,163,59.43
MA,Product-5904,717,90.87
NG,Product-5905,992,44.43
GH,Product-5906,974,74.04
KE,Product-5907,141,1.51
ZA,Product-5908,444,14.77
MA,Product-5909,304,88.58
NG,Product-5910,135,73.88
GH,Product-5911,847,9.42
KE,Product-5912,151,18.86
ZA,Product-5913,682,62.63
MA,Product-5914,734,0.38
NG,Product-5915,318,63.89
GH,Product-5916,125,92.58
KE,Product-5917,66,17.13
ZA,Product-5918,791,22.99
MA,Product-5919,172,98.02
NG,Product-5920,546,71.02
GH,Product-5921,459,61.26
KE,Product-5922,518,8.57
ZA,Product-5923,977,88.69
MA,Product-5924,661,37.65
NG,Product-5925,190,54.05
GH,Product-5926,536,18.85
KE,Product-5927,220,24.53
ZA,Product-5928,695,14.74
MA,Product-5929,287,5.38
NG,Product-5930,507,21.26
GH,Product-5931,736,3.12
KE,Product-5932,620,72.95
ZA,Product-5933,367,60.72
MA,Product-5934,658,87.62
NG,Product-5935,484,93.35
GH,Product-5936,146,44.70
KE,Product-5937,436,96.54
ZA,Product-5938,580,81.26
MA,Product-5939,232,93.96
NG,Product-5940,527,36.56
GH,Product-5941,36,88.79
KE,Product-5942,634,43.45
ZA,Product-5943,685,5.38
MA,Product-5944,674,52.31
NG,Product-5945,350,15.63
GH,Product-5946,193,96.17
KE,Product-5947,507,77.57
ZA,Product-5948,843,39.68
MA,Product-5949,291,81.46
NG,Product-5950,574,92.73
GH,Product-5951,485,13.93
KE,Product-5952,221,89.92
ZA,Product-5953,764,27.54
MA,Product-5954,164,91.79
NG,Product-5955,769,63.68
GH,Product-5956,690,44.46
KE,Product-5957,675,3.79
ZA,Product-5958,711,77.45
MA,Product-5959,489,69.36
NG,Product-5960,142,72.07
GH,Product-5961,539,83.63
KE,Product-5962,225,37.04
ZA,Product-5963,665,64.74
MA,Product-5964,272,55.93
NG,Product-5965,788,95.10
GH,Product-5966,615,50.88
KE,Product-5967,445,46.99
ZA,Product-5968,536,77.62
MA,Product-5969,626,49.68
NG,Product-5970,779,69.12
GH,Product-5971,210,91.71
KE,Product-5972,20,49.45
ZA,Product-5973,637,17.30
MA,Product-5974,117,50.87
NG,Product-5975,410,61.47
GH,Product-5976,559,99.25
KE,Product-5977,249,48.18
ZA,Product-5978,140,27.58
MA,Product-5979,647,12.64
NG,Product-5980,625,39.65
GH,Product-5981,14,91.04
KE,Product-5982,943,74.79
ZA,Product-5983,326,60.84
MA,Product-5984,706,25.22
NG,Product-5985,810,53.13
GH,Product-5986,213,10.72
KE,Product-5987,230,16.47
ZA,Product-5988,125,92.11
MA,Product-5989,393,84.52
NG,Product-5990,722,97.38
GH,Product-5991,166,60.19
KE,Product-5992,224,73.05
ZA,Product-5993,34,42.14
MA,Product-5994,693,93.31
NG,Product-5995,857,62.12
GH,Product-5996,515,23.05
KE,Product-5997,67,75.40
ZA,Product-5998,829,88.37
MA,Product-5999,507,95.24
NG,Product-6000,148,41.60
GH,Product-6001,451,65.96
KE,Product-6002,862,37.23
ZA,Product-6003,551,70.25
MA,Product-6004,353,49.29
NG,Product-6005,156,94.87
GH,Product-6006,361,86.88
KE,Product-6007,7,38.94
ZA,Product-6008,843,94.13
MA,Product-6009,590,48.40
NG,Product-6010,655,47.62
GH,Product-6011,70,18.00
KE,Product-6012,750,98.04
ZA,Product-6013,396,44.60
MA,Product-6014,25,34.28
NG,Product-6015,530,74.49
GH,Product-6016,542,19.59
KE,Product-6017,597,60.01
ZA,Product-6018,503,37.37
MA,Product-6019,649,50.47
NG,Product-6020,864,84.62
GH,Product-6021,109,10.92
KE,Product-6022,71,87.36
ZA,Product-6023,763,19.62
MA,Product-6024,620,47.36
NG,Product-6025,532,20.25
GH,Product-6026,262,22.72
KE,Product-6027,585,19.96
ZA,Product-6028,811,78.49
MA,Product-6029,937,56.64
NG,Product-6030,993,13.21
GH,Product-6031,781,29.04
KE,Product-6032,139,6.30
ZA,Product-6033,299,19.66
MA,Product-6034,605,24.81
NG,Product-6035,338,35.92
GH,Product-6036,226,13.13
KE,Product-6037,970,3.04
ZA,Product-6038,852,32.63
MA,Product-6039,541,32.31
NG,Product-6040,824,17.89
GH,Product-6041,228,9.70
KE,Product-6042,112,12.23
ZA,Product-6043,73,24.59
MA,Product-6044,109,84.22
NG,Product-6045,742,60.93
GH,Product-6046,22,17.50
KE,Product-6047,869,9.82
ZA,Product-6048,883,18.70
MA,Product-6049,810,40.52
NG,Product-6050,242,14.40
GH,Product-6051,935,12.24
KE,Product-6052,330,74.50
ZA,Product-6053,270,70.93
MA,Product-6054,597,20.29
NG,Product-6055,603,89.34
GH,Product-6056,698,75.09
KE,Product-6057,786,15.37
ZA,Product-6058,400,43.82
MA,Product-6059,701,19.44
NG,Product-6060,391,65.28
GH,Product-6061,115,58.96
KE,Product-6062,162,24.54
ZA,Product-6063,534,17.05
MA,Product-6064,609,11.64
NG,Product-6065,33,97.98
GH,Product-6066,263,19.52
KE,Product-6067,223,8.05
ZA,Product-6068,669,79.29
MA,Product-6069,77,18.12
NG,Product-6070,22,90.18
GH,Product-6071,160,66.65
KE,Product-6072,4,55.92
ZA,Product-6073,540,81.02
MA,Product-6074,230,65.51
NG,Product-6075,899,52.88
GH,Product-6076,724,66.78
KE,Product-6077,406,60.02
ZA,Product-6078,162,26.08
MA,Product-6079,540,52.80
NG,Product-6080,927,56.39
GH,Product-6081,273,67.99
KE,Product-6082,465,59.40
ZA,Product-6083,403,28.74
MA,Product-6084,364,63.85
NG,Product-6085,67,0.62
GH,Product-6086,567,17.25
KE,Product-6087,220,41.83
ZA,Product-6088,762,65.93
MA,Product-6089,793,80.08
NG,Product-6090,419,71.27
GH,Product-6091,824,77.18
KE,Product-6092,393,99.64
ZA,Product-6093,806,25.40
MA,Product-6094,260,93.34
NG,Product-6095,153,67.35
GH,Product-6096,183,36.17
KE,Product-6097,20,38.62
ZA,Product-6098,112,59.33
MA,Product-6099,125,91.59
NG,Product-6100,231,5.40
GH,Product-6101,795,52.63
KE,Product-6102,34,12.54
ZA,Product-6103,153,11.46
MA,Product-6104,895,76.57
NG,Product-6105,346,95.80
GH,Product-6106,936,73.10
KE,Product-6107,216,94.65
ZA,Product-6108,936,70.57
MA,Product-6109,99,53.44
NG,Product-6110,872,41.85
GH,Product-6111,390,99.30
KE,Product-6112,78,21.15
ZA,Product-6113,279,73.52
MA,Product-6114,299,29.29
NG,Product-6115,113,51.47
GH,Product-6116,941,8.34
KE,Product-6117,344,50.51
ZA,Product-6118,195,28.15
MA,Product-6119,243,43.88
NG,Product-6120,296,40.69
